Code,Descirption
21029,Manufacturing of other containers of paper n.e.c.
17226,Manufacturing of other covering of coir n.e.c.
17226,Manufacturing of other covering of jute n.e.c.
17226,Manufacturing of other covering of mesta n.e.c.
29244,Manufacturing of other earth moving machinery nec
29308,Manufacturing of other electrical domestic appliances n.e.c.
29193,"Manufacturing of other equipment for projecting, dispersing, spraying of liquids or powder"
24129,Manufacturing of other fertilizers nec
17229,Manufacturing of other floor coverings (including felt) n.e.c.
29219,Manufacturing of other forestry machinery & equipment
29149,Manufacturing of other furnaces and furnace burners n.e.c.
36109,Manufacturing of other furniture & fixtures n.e.c.
36949,Manufacturing of other games and toys n.e.c.
26109,Manufacturing of other glass products
26109,Manufacturing of other glassware
29219,Manufacturing of other horticultural machinery & equipment
20299,Manufacturing of other household wooden products nec.
26942,Manufacturing of other hydraulic cement n.e.c.
15429,Manufacturing of other indigenous palm juice products n.e.c.
15429,Manufacturing of other indigenous sugar beet products n.e.c.
15429,Manufacturing of other indigenous sugar cane products n.e.c.
31300,Manufacturing of other insulated conductors
26949,"Manufacturing of other lime, n.e.c."
29269,Manufacturing of other machinery for apparel production n.e.c.
29259,"Manufacturing of other machinery for beverage processing, n.e.c."
29269,Manufacturing of other machinery for leather production n.e.c.
29259,Manufacturing of other machinery for manufacture of  drink n.e.c.
29259,Manufacturing of other machinery for manufacture of  food n.e.c.
29269,Manufacturing of other machinery for textiles production n.e.c.
29259,"Manufacturing of other machinery for tobacco processing, n.e.c."
33129,"Manufacturing of other measuring, checking or testing apparatus n.e.c."
33129,"Manufacturing of other measuring, checking or testing instruments n.e.c."
33129,"Manufacturing of other measuring, checking or testing machines n.e.c."
33119,"Manufacturing of other medical equipment, n.e.c."
28996,Manufacturing of other metal cooking utensils
34109,Manufacturing of other motor vehicles (excluding motor cycle) and related equipment n.e.c
35919,Manufacturing of other motor-cycle parts (including accessories) n.e.c
36998,Manufacturing of other novelties and presentation articles nec
24248,Manufacturing of other odoriferous preparations nec
33203,Manufacturing of other optical telescope and their mountings
24123,Manufacturing of other organic fertilizers
33119,"Manufacturing of other orthopedic appliances, n.e.c."
29149,Manufacturing of other ovens n.e.c.
21093,"Manufacturing of other paper articles, n.e.c."
21093,Manufacturing of other paper board articles n.e.c.
24219,Manufacturing of other pesticides n.e.c.
24239,Manufacturing of other pharmaceutical products nec
26952,Manufacturing of other plaster products
26949,"Manufacturing of other plaster, n.e.c."
24139,Manufacturing of other plastics in primary form nec
26956,Manufacturing of other pre-fabricated structural components of cement
26956,Manufacturing of other pre-fabricated structural components of concrete
24295,Manufacturing of other prepared adhesives
31409,"Manufacturing of other primary batteries, n.e.c."
31409,"Manufacturing of other primary cells, n.e.c."
21099,Manufacturing of other pulp products n.e.c.
32105,Manufacturing of other semi-conductor devices
10104,Manufacturing of other solid fuel of chiefly coal
10204,Manufacturing of other solid fuel of chiefly lignite
32308,"Manufacturing of other sound or video recording and reproducing apparatus, n.e.c."
32305,Manufacturing of other sound reproducing apparatus
32303,Manufacturing of other sound tape recording apparatus
29294,Manufacturing of other special printing machines n.e.c.
29299,Manufacturing of other special purpose equipment n.e.c. including part and accessories
29299,"Manufacturing of other special purpose machinery, n.e.c. including part and accessories"
21099,Manufacturing of other special purpose paper nec
35303,Manufacturing of other specialised parts and accessories for aircraft and spacecraft
24229,Manufacturing of other surfacing preparations and related products nec
24243,Manufacturing of other surfactants and washing preparations nec
33119,"Manufacturing of other surgical equipment, n.e.c."
32204,Manufacturing of other telegraphic transmitters
33114,Manufacturing of other therapeutic respiratory apparatus
35991,Manufacturing of other transport equipment
35999,Manufacturing of other transport equipment n.e.c.
25119,Manufacturing of other tubes n.e.c.
25119,Manufacturing of other tyres n.e.c.
15149,Manufacturing of other vegetable fats nec
15149,Manufacturing of other vegetable oils nec
20299,Manufacturing of other wood products n.e.c.
29141,"Manufacturing of ovens (non-electric), for roasting, melting etc of metals or other materials"
29141,"Manufacturing of ovens (non-electric), for roasting, melting etc of ores/non-metallic minerals"
34102,Manufacturing of over-the-road tractors for semi trailers
23209,Manufacturing of ozokerite
33115,Manufacturing of pace makers
21014,Manufacturing of packaging paper
29195,Manufacturing of packing and wrapping machinery
28992,Manufacturing of pails (metal container)
36997,Manufacturing of paint pads and rollers
24222,Manufacturing of paints
15146,Manufacturing of palmstearin
15496,Manufacturing of papads
21021,Manufacturing of paper bags
21091,Manufacturing of paper cones
21092,Manufacturing of paper cups
21091,Manufacturing of paper loops
26999,Manufacturing of paper of asbestos yarn
21092,Manufacturing of paper plates
21092,Manufacturing of paper saucers
21019,Manufacturing of paperboard n.e.c.
31909,Manufacturing of particle accelerators (electronic equipments)
20213,Manufacturing of particle board
29113,Manufacturing of parts & accessories (engines/turbines)
30009,Manufacturing of parts & accessories for computing machines nec
29214,Manufacturing of parts and accessories for agricultural and forestry equipment
29214,Manufacturing of parts and accessories for agriculture & forestry machinery
33302,Manufacturing of parts and accessories for watches & clocks
35923,Manufacturing of parts and accessories of bicycles
35923,Manufacturing of parts and accessories of cycles - rickshaws
35923,Manufacturing of parts and accessories of invalid carriages
29256,Manufacturing of parts and accessories of machinery for industrial preparation
31506,Manufacturing of parts of electric lamps and lighting equipment
34101,Manufacturing of passenger bus
34101,Manufacturing of passenger vans
34201,Manufacturing of passenger vehicle bodies
15204,Manufacturing of pasteurized (flavoured) milk
15412,Manufacturing of pastries
24246,"Manufacturing of pedicure preparations etc.,"
36991,Manufacturing of pencil leads and pen refills
30008,Manufacturing of pencil sharpeners
36991,Manufacturing of pencils of all kinds
36991,Manufacturing of pens of all kinds
36920,"Manufacturing of percussion instruments like tabalas, congo drums"
30008,Manufacturing of perforating or stapling machines
24246,Manufacturing of perfumed deodorants
24249,Manufacturing of perfumed paper
24244,Manufacturing of perfumes and cologne de-eau
24299,Manufacturing of pesticides
23201,Manufacturing of petrol
23209,Manufacturing of petroleum bitumen
23209,Manufacturing of petroleum coke
23209,Manufacturing of petroleum jelly
26104,Manufacturing of pharmaceutical glassware
24116,Manufacturing of phenol alcohols
24132,Manufacturing of phenolic-resins in primary forms
24116,Manufacturing of phenols
36109,Manufacturing of photo frame
30004,Manufacturing of photocopier apparatus (contact type)
30004,Manufacturing of photocopier of thermo-copying
30004,Manufacturing of photocopying apparatus (optical system)
24294,Manufacturing of photographic films
24294,Manufacturing of photographic plates
32105,Manufacturing of photo-voltaic cells
15136,Manufacturing of pickles
32308,Manufacturing of pick-ups/sound heads/record cutter/aerials
28995,Manufacturing of picture frames (artware) of metal
32204,Manufacturing of picture telegraphic receivers and transmitters etc.
28112,Manufacturing of piers & jetties (structural) of iron or steel
27130,Manufacturing of pig iron (hot metal)
24224,Manufacturing of pigments of a kind used by artists or other painters
24224,Manufacturing of pigments of a kind used in the manufacture of paints
29244,Manufacturing of pile drivers
29244,Manufacturing of pile excavators
17214,Manufacturing of pillows (except coir form)
26922,Manufacturing of pipes of ceramic refractory
29271,Manufacturing of pistols
15204,Manufacturing of plain pasturised milk
29223,Manufacturing of planning machines
26951,Manufacturing of plaster statues
26945,Manufacturing of plasters of calcinated gypsum
26945,Manufacturing of plasters of calcium sulphate
27162,Manufacturing of plates of not coated and alloy steel hot rolled
27161,Manufacturing of plates of not coated and non-alloy steel hot rolled
27163,Manufacturing of plates of not coated and stainless steel hot rolled
28939,Manufacturing of plates or sticks of cermets
28939,Manufacturing of plates or sticks of sintered metal carbides
